"id_skill","Skill","description"
"248f2b8d-88e5-44a2-baa0-abf46b8311b9","professional transition in an arts career","Be aware of the structure of a professional career, including instruction, professional performance, and professional transition. Assess the current stage of your career and possible trends based on your age, professional background, achievements etc. Be aware of the reality of professional transition, instruction, financial and advice needs."
"2496dace-8fc6-4100-8f98-d76fec037735","form continuous bands","Form continuous bands by cutting the plies at the right splice points and by pressing their ends together."
"24a776a7-73f2-48a0-9b3e-93b8c78997e4","create flower arrangements","Select suitable flora and foliage to create floral arrangements and match arrangements with decorative accessories such as pieces of ceramic and vases."
"24ae68dc-59c5-4156-b25b-3070bfdaa79e","follow environmentally sustainable work practices in the veterinary sector","Contribute to the protection of the environment by complying with the sustainability principles, policies, and regulations related to working with animals."
"24bd5079-e4f3-4bff-8ed7-7540080ce7ec","cosmetic manicure","Various elements of a manicure, such as the cutting and shaping of toe- or fingernails, removing excess callouses and cuticle around nails, and applying a protective or decorative coat of nail polish."
"24bfe7ed-de27-462f-a987-ba99bb377c6c","repair core defects","Repair core malfunctions and damage, e.g. cracks or broken edges; use hand tools, core boxes and patterns."
"24c200e5-be20-4370-a137-ab53797f3a17","software frameworks","The software development environments or tools used to improve the efficiency of new software development by providing specific features that support and guide the development."
"24c39caf-6f4d-4fa1-bd54-2eb917c0dfde","customise drafts","Edit drawings, schematic diagrams, and drafts according to specifications."
"24c3facd-5306-4fc4-b245-1883d2fdd544","maintain grading equipment","Set up equipment and areas to effectively grade fish according to requirements. Maintain the equipment in a serviceable condition throughout the grading process. Clean and store the equipment after use."
"24c4beb4-429c-4cd1-b0bd-c04ba4c82e13","prepare orders","Make food and drinks orders ready in order to be served to the customers."
"24ccd586-3c38-4f60-ac70-8f984ca13449","tanning process","Operations performed from beamhouse to tanning processes and from post-tanning to finishing processes."
"24d3dc49-4238-490a-9802-96b146e271fe","dispatch ambulance","Send the appropriate emergency response vehicle to the indicated location in order to offer support to individuals who find themselves in life-threatening situations."
"24e09e11-49f4-4e65-86a9-d8179eb6f4ee","transport blood samples","Ensure that the blood samples collected are transported safely and correctly, following strict procedures to avoid contamination"
"24e3d6ad-3357-4c6e-af8d-909f0e22f1bf","treat tooth decay","Treat tooth decay by assessing the risk, extent and activity of tooth decay, and recommend and provide appropriate therapy, whether surgical or non-surgical."
"24e4b3c9-286f-423f-ae43-54c9b8d92c5e","international human rights law","The aspect of international law which deals with the promotion and protection of human rights, the related treaties and agreements between nations, the binding legal effects, and the contributions made to the development and implemenation of human rights law."
"24e67151-ff7e-43e2-99c0-424a758278a4","liaise with auditors","Participate in discussions with the auditors conducting inspections of the organisation's accounts and inform the managers about the results and conclusions."
"24ec34dc-62e9-47db-a075-f4d7f3691335","young horses training","Principles and techiques of educating young horses important simple body control exercises."
"24f49659-e1d4-4935-aeb7-0a24b197d1e1","inspect heavy surface mining equipment","Inspect heavy-duty surface mining machinery and equipment. Identify and report defects and abnormalities."
"24f4993f-9d86-42d1-8671-b6ec8b728956","use codes to communicate with taxi drivers","Use codes whenever possible to limit the use of conversational language in order to increase productivity."
"24f57882-6f11-4699-b7cd-62faa1fdd871","use watchmaker's tools","Use tools commonly used for watchmaking and repairing. Common categories include band tools, watch battery tools, cleaning tools, screwdrivers, brushes, flex shaft, loupes or magnifiers, tap and die sets, watch testers, watch repair kits, watch crystal tools, watch back openers, gauges, glues, demagnitisers, hammers, oils, watch movement tools, bergeon watch tools, horotec watch tools, watch hand tools, soldering tools, watch polishing tools, and tweezers."
"24f980ba-b44f-4739-b563-205104c3190d","provide basic support to patients","Support patients and citizens with activities of daily living, such as hygiene, comfort, mobilisation and feeding needs."
"24febd8d-bb08-4be7-a99a-3024f9655ba0","trade in jewellery","Buy and sell jewellery, or serve as an intermediate between potential buyers and sellers."
"24ff9b31-a497-4817-9e9b-c0ff3b3fa0ef","set up portable field transmission equipment","Set up and operate portable transmission equipment when broadcasting takes place outside of the studio."
"250f357f-d667-4e54-97e4-894948e2d062","prepare equid hooves","Trim and dress horse hooves using the appropriate tools and methods. Comply with the agreed footcare plan."
"251b5528-693c-4ef9-a7f6-9924bb8d7ef8","decentralized application frameworks","The different software frameworks, and their characteristics, advantages and disadvantages, that allow the development of decentralized applications on blockchain infrastructure. Examples are truffle, embark, epirus, openzeppelin, etc."
"251d8cda-1dc3-4a03-bb15-43cabec7d3b5","maintain moving constructions on stage","Check, maintain and repair electrical and mechanical elements of stage elevators and stage traps."
"2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1","debug software","Repair computer code by analysing testing results, locating the defects causing the software to output an incorrect or unexpected result and remove these faults."
"253112b8-f613-4e1d-a691-d80ca258e21a","media studies","Academic field dealing with the history, content, and impact of diverse media with a special focus on mass communication."
"253b7df4-621a-41d7-b363-ccb2e4d6b178","develop drama production process","Have and develop a thorough understanding of the dramatic production process."
"253f889e-a10d-442a-849d-614969793776","study acquisition of language","Examine how people learn languages, from childhood or in later stages of life, how this knowledge interacts with other cognitive processes, and how it can differ from one language to another across geographic areas."
"25410a05-6907-4a4e-ab99-f2ace65fdfce","ink printing plates","Cover the plate with a thin coat of water and apply oil-based inks with a rubber roller, repelling and sticking the ink to the image area. This image can then further be transferred to paper in various printing processes."
"254235cd-d928-49d1-ae51-b7c909404fe1","adapt communication style according to recipient","Adapt communication style to that of the recipient of the message in order to create a rapport."
"25453ab7-fcc2-47e1-b452-a5dea1dae0c4","assemble optomechanical equipment","Prepare and assemble optomechanical components and systems, such as optical mounts and optical tables, using hand tools, precision measuring equipment, soldering and polishing techniques."
"254951ed-59f2-4d04-8236-eed23110187c","grade pulp","Oversee pulp quality based on their pulping process, raw materials, yield, fibre length and other categories such as dirt, moisture content, porosity, density, and brightness."
"254d5358-8e20-450c-9fed-28ceff0479ef","operate drones in civil engineering","Operate drone technologies in the area of civil engineering in a number of different uses, such as topographic terrain mapping, building and land surveys, site inspections, remote monitoring, and thermal imaging recording."
"255023d6-514b-4b7e-992b-c2158527a607","operate crusher","Operate machines designed to crush rocks, ores, large coal lumps, and other materials. Work with a jaw crusher, which vibrates to force rocks through a vertical V-shaped rack in order to crush them, or a cone crusher which spins a helical element."
"25551d22-cf72-47db-84e4-db18867e5f78","agree on repair arrangements","Make an agreement with the customer about product repair and perform appropriate actions to ensure repair."
"255f12eb-d4bc-41dc-b0ec-07748de464be","provide education management support","Support the management of an education institution by directly assisting in the managerial duties or by providing information and guidance from your area of expertise to simplify the managerial tasks."
"25605f81-d995-4b18-8244-aa91586d8a1e","manage the lightering operation","End the lightering operation if required to protect the safety of the vessels, the crew or the environment."
"25619418-10ff-4fd1-af06-149a555447ed","prescribe exercises for controlled health conditions","Provide a range of targeted exercise programmes by applying principles of exercise programming."
"256203c5-80f6-4467-81fc-431058741fcf","sell fish and seafood","Sell fish and varieties of seafood, according to the product's availability in the store."
"2562fa92-6ecf-4ba9-831e-0ce94acb8991","disassemble equipment","Disassembles equipment using hand tools in order to clean equipments and to perform regular operational maintenance."
"25670ff0-7822-48f3-8bc8-5b1327c8eb36","perform spawning and fertilisation on fish eggs","Carry out spawning and fertilisation techniques on fish eggs"
"256d1577-2a4f-4959-8aea-eb24ac0f8288","feed pets","Make sure that pets are given appropriate food and water on time."
"256df100-51cf-43b2-9a24-7277afa74707","audio post-production","The mixing process after the music recording phase where each song is edited individually into a finished product."
"256e45bb-b918-4ac8-b87c-01a2e48ddb33","manage groups outdoors","Conduct outdoor sessions in a dynamic and active way"
"2579f843-87e8-4a9f-83ce-1284b2218b56","manage aeronautical information management services","Undertake complex tasks and perform medium and high level database, desktop and GIS-related activities in order to develop quality aeronautical data sets and publications."
"257b8857-5da2-46ea-be52-6dc67f6b996f","operate router machinery","Operate machines and equipment used for cutting various hard materials, such as wood, composites, aluminium, steel, plastics and foams."
"25886784-2382-4524-88e0-b04c4b5a178c","allocate numbers to clients' belongings","Receive clients' coats, bags and other personal belongings, deposit them safely and allocate the clients with the corresponding number of their belongings for proper identification at return."
"258d3de5-60fd-4336-aa7e-7700b64f5ed5","motion capture","The process and techniques for capturing the movement of human actors in order to create and animate digital characters that look and move as humanly as possible."
"259225f8-c699-436f-8689-67e9cded258f","types of coffee beans","Most known coffee types, Arabica and Robusta, and the cultivars under each one of those types."
"2592d0a3-a6ab-44f7-ac29-c145b4ad81c8","inspect cargo","Conduct quality checks on cargo before loading and after unloading commences. Ensure total on-board cargo load is secure."
"25983174-0bc5-4d66-9ffc-e368bf8d3e03","types of drums","Drums can be classified according to the manner of sound production and shape such as tubular drums, kettle drums, friction drums, mirlitons and frame drums. The division can also be based on the materials used for their production such as leather-headed drums, clay drums, wood drums and metal drums."
"259ee9fa-9dde-4f50-8027-4af21a994158","calculate oil deliveries","Make up receipts and calculate deliveries of oil and other petroleum products. Apply standard formulas to calculate test result values."
"25a11048-dc43-4696-8a71-2428233d68b6","riveting machine types","The various types of machines used for riveting purposes, their qualities and applications, such as the impact riveting machine, radial riveting machine, orbital riveting machine, rollerform riveting machine, and others."
"25a599ff-27ab-4853-9a04-6174a0bd03b3","manage drilling team","Coordinate and supervise the activities of a drilling team."
"25a713ba-cbc0-4388-80ca-dad1b7629533","manage railway construction projects","Manage the overall planning, coordination, and control of a project from inception to completion; this includes maintaining contact with different types of equipment, materials and subcontractors, as related to the railway system, throughout the project."
"25a7fc25-f2fc-4bfd-9999-943c03d53372","protect client interests","Protect the interests and needs of a client by taking necessary actions, and researching all possibilities, to ensure that the client obtains their favoured outcome."
"25ac3483-c459-4c46-8e6a-3f644a1d34a3","bolt engine parts","Securely bolt together engine components manually or using power tools."
"25b291b5-8245-4d9d-b391-86a8a31d7109","use concurrent programming","Utilise specialised ICT tools to create programs that can execute concurrent operations by splitting programs into parallel processes and, once computed, combining the outcomes together."
"25b480dc-ece5-4b7e-9380-599f13fe9056","implement transport strategy","Anticipate company requirements and goals in terms of transport strategy; use this as a base to take actions to implement the strategy."
"25b58d00-fb49-4219-8970-c79270d51290","wicker materials","Wicker is woven fiber forming a stiff structure that is used for wicker furniture such as chairs, tables and couches. Various materials can be used for different purposes and aesthetic effects such as willow branches, rattan, cane or bamboo. Sometimes, plastic fibers are used as well."
"25b746af-fb4e-41fc-9975-a74d73627cfe","recommend clothing according to customer's measurements","Recommend and provide advice on clothing items to customers in accordance to their measurements and size for clothes."
"25b762be-23eb-4165-aa05-64663de3e654","assist in performing physical exercises","Prescribe and assist physical exercises to help increase strength and dexterity."
"25b973c6-68ea-4ff7-bd26-aa76bd08b62a","hydraulic fluid","The various types, qualities and applications of hydraulic fluids used in metalworking processes such as forging and moulding, consisting out of mineral oils and water."
"25bd8287-a5e9-4378-abff-a09d0a637604","read gas meter","Read gas measuring meter, recording the relevant information such as the amounts of gas dispensed and received."
"25bf3f6d-740f-48c3-ae8b-5709595cf71b","give shiatsu massages","Perform massages on clients to reduce their stress and pain according to the shiatsu principles, based on the theoretical framework of traditional Chinese medicine."
"25c0b413-f474-42fa-be01-20289d2634c4","deal with arrivals in accommodation","Handle arrivals, guest's luggage, check-in clients in line with company standards and local legislation ensuring high levels of customer service."
"25c2379e-9cfe-4479-9e1d-9d3444df7a36","promote equality in sport activities"," Develop policies and programmes that aim to increase the participation and involvement of underrepresented groups in sport, such as women and girls, ethnic minority groups, disabled people and, in some cases, young people."
"25c4cb91-d64b-48d1-a350-3527334a360d","precision engineering","Engineering discipline related to the fields of electrical engineering, electronics engineering, software engineering, optical engineering, and mechanical engineering that deals with the development of apparatus with very low tolerances."
"25c52a9c-08f0-4522-afd6-4b2a4e5996af","maintain ship brightwork","Maintain the brightwork of ships and boats by cleaning, polishing and painting; remove garbage and repair damaged equipment."
"25d168e5-ad10-42a8-9f00-9e1417c8ae36","change watch battery","Select a battery for a watch based on the brand, type and style of the watch. Replace the battery and explain to the customer how to preserve its life. "
"25d8dedb-a557-441a-8aeb-2d618b79abe9","handle quotes from prospective shippers","Evaluate the quotes fares and services offered from prospective transporters on the market."
"25df422a-bf0a-4f76-8631-d0be91cb8751","model based system engineering","Model-based systems engineering (MBSE) is a methodology for systems engineering that uses visual modelling as the primary means of communicating information. It is focused on creating and exploiting domain models as the primary means of information exchange between engineers and engineering technicians, rather than on document-based information exchange. Therefore, it eliminates the communication of unnecessary information by relying on abstract models that retain only the relevant data."
"25e16679-a7d0-464d-916c-63210001bbab","act reliably","Proceed in a way that one can be relied on or depended on."
"25ea0473-04f6-4bdc-be88-cb280142e7ca","check vehicle damage","Check for vehicle damage including exterior body damage, tire and wheel damage, interior damage, fuel level and mileage at time of rental and return."
"25ee43a8-f9b0-4990-96cf-eabe627ff0cc","use rental management software","Use rental management software to monitor aspects of the business such as finances, rentals, and bills."
"25f0ea33-b4a2-4f31-b7b4-7d20e827b180","data mining","The methods of artificial intelligence, machine learning, statistics and databases used to extract content from a dataset."
"25f22f34-dbf8-4e6a-9e43-ab85abda0b93","operate hand tools in chain making","Operate hand tools such as pliers in the production of various types of chains, hooking the ends of a chain, formed by a machine, together."
"25f46432-5ee9-4cb7-a18b-d2ee41761823","manage needs for stationery items","Watch, analyse, and provide sufficient and required stationery items for business facilities to run operations smoothly."
"25f4c955-e429-44a6-98a7-7d8cb3b6b690","follow a brief","Interpret and meet requirements and expectations, as discussed and agreed upon with the customers."
"25f7a634-b304-485c-abac-d105b1abb223","evaluate humanitarian programme proposals","Provide feedback on proposals concerning plans to improve and to contribute to human welfare."
"25fce4fb-35b6-49b6-a4fa-c7aa168fd770","examine merchandise","Control items put up for sale are correctly priced and displayed and that they function as advertised."
"25fcf0ff-1615-44b8-a81a-e6e8ce9deed7","interact verbally in Hindi","Communicate orally in Hindi."
"2601a471-0688-4caf-9402-a0b881a1be79","set standards for handling valuables","Fix standards for the storage and handling of guests' valuables."
"26040e6d-ec6b-47ae-bde3-95906b721582","use urethane adhesive to fasten windshields","Apply urethane adhesive to windshields and window glass of motor vehicles to fix them firmly to the body of the vehicle."
"26068834-fa73-47b3-9f46-a8b551447854","hatchery design","The components of planning, layout and ventilation involved in a hatchery for designated species of fish, molluscs, crustaceans or others as required."
"26071360-b2b1-4089-9c73-b51792b29ed5","assemble metal parts","Align and arrange steel and metal parts in order to assemble complete products; use the appropriate hand tools and gauges."
"260ddfe0-637b-4ce8-8007-9601645e2dc8","type texts from audio sources","Listen, understand, and type content from audio sources into written format. Keep the overall idea and understanding of the message together with relevant details. Type and listen to audios simultaneously."
"2618f336-8e71-4666-83b5-f368edb0906d","cognitive psychology","The human mental processes such as attention, memory, language use, perception, problem solving, creativity and thinking."
"261de443-57a9-481d-b6ec-c3e136e41789","create beverage recipes with botanicals","Creates recipes for beverages using the findings obtained from research in using botanicals, combinations, and potential usage for manufacturing commercial products."
"261e740b-d32d-4356-94a8-3ea29128b70b","tend to elderly people","Help elderly people in their physical, mental, and social needs."
"261fa103-e0eb-424c-8a4d-d336f50abbf8","report on voting process","Communicate with election officials about the voting process. Report on the progression of the election day and the types of problems that were presented."
"2624158e-4a53-4667-8921-96ee7aaea7b3","consult with technical staff","Seek the advice of technical staff concerning the requirements, operation, and use of various products and systems."
"2633d227-076a-4e71-a96a-f81ccba7a554","diagnose rheumatic diseases","Diagnose rheumatic disorders such as rheumatoid arthritis, autoimmune rheumatic diseases, gout, lupus, back pain, osteoporosis, musculoskeletal pain disorders, osteoarthritis, fibromyalgia, and tendonitis."
"26343dda-6dda-4c14-a329-34828135ecbc","create mood boards","Create mood boards for fashion or interior design collections, gathering different sources of inspirations, sensations, trends, and textures, discussing with the people involved in the project to make sure that the shape, design, colours, and the global genre of the collections fit the order or the related artistic project."
"26355e95-23d3-4038-be63-96f9a6d92577","evaluate benefit plans","Evaluate the financial strain on the organisation which the execution of benefit plans would bring, and assess the efficiency of operations which ensure the beneficiaries receive sufficient benefits. Identify areas for improvement which will reduce financial risk for the organisation and raise the beneficiaries' satisfaction."
"26364a45-13d1-4f89-9600-2dfbec6da09d","estimate value of clocks","Estimate the market value of new or used clocks based on professional judgment and knowledge."
"2636b3d3-843e-46a9-8b4c-a9d6ca3f5a2d","provide documentation","Prepare and distribute documentation to ensure all people involved in the production receive relevant and up-to-date information."
"263782c1-c65d-458a-ae67-8526ccf214f5","manage agricultural staff","Recruit and manage staff. This includes defining the job needs of the organisation, defining the criteria and process for recruitment. Develop the competences of the staff according current and future needs of the company and individuals. Ensure health and safety of the staff, including the implementation of all relevant health and safety procedures and relatations with regular follow-up procedures."
"263a0c64-ca94-4639-8c0f-465e153cd4fd","nuclear medicine","Nuclear medicine is a medical specialty mentioned in the EU Directive 2005/36/EC."
"263f43b1-1a22-462b-a9ed-1757ea6570f7","operate smelter","Operate heating machinery in order to melt various materials, or to bake filled-up moulds."
"264c14a5-d025-4916-a378-0a85f16adb3f","curriculum standards","The governmental policies concerning educational curricula and the approved curricula from specific educational institutions."
"264f48f3-7d00-4ecc-9ba7-d472b5b4f1d7","perform market research in footwear","Perform market research on the company’s customers, selecting and applying the right marketing strategies for footwear industry. Apply the mix of marketing (product, prices, promotion, and distribution) to contextual conditions of the company. Forecast how various factors as environment, technological innovation, buying behaviour etc. influence the marketing and merchandising of the footwear produced by the company."
"26509eec-d102-44f4-9c45-2137bc510db4","road signage standards","National and European regulations on the placement and properties of road signage, including size, height, reflectance and other important characteristics."
"26514334-a6b2-47d6-ae86-490f5ee972f7","determine suitability of materials","While designing products, determine if materials are suitable and available for production."
"26532713-d18f-4e5c-8365-1f57e00f8422","manage storage operations","Select and manage suitable storage area for the traded goods"
"265aa269-75c4-445d-aad2-a0f92c1282d3","direct photographic workers","Direct and manage the daily activities of photographic workers."
"266a3d52-5b86-45d7-b980-52be1a647fc7","carry out feeding operations","Carry out manual feeding. Calibrate and operate automatic and computerised feeding systems."
"266ea734-31b2-4e44-9d00-0a3fd03fa454","foreign affairs","The operations of a foreign affairs department in a government or public organisation and its regulations."
"2671a9b0-b277-4e76-b2c9-39899669f850","pen components","Pens are composed of various elements such as a lower and an upper body, a spring, a refill and a cap."
"2672f6a9-1e70-43c5-859d-e6a0fc9ea0f1","aircraft flight control systems","Know the setting, features and operation of aircraft flight control systems. Manage flight control surfaces, cockpit controls, connections, and operating mechanisms required to control the flight direction of an aircraft. Operate aircraft engine controls in order to change aircraft speed."
"267399ec-f364-4892-9265-906b413583ce","check the quality of raw materials at reception","Check the quality of raw materials by assessing its taste, smell, colour, or any other characteristic depending on the product."
"26792722-91b8-48ae-8138-21c3299aa9fd","attach roofing cover","Securely fasten a roofing cover to a temporary construction in order to keep rain and other weather influences out."
"267a2f67-f526-4432-8723-7d8bbd3ab1e6","traffic signs","The signals and road signs used in traffic, their meaning and what to do or not to do when you come across them."
"267b9417-9d05-4731-a877-bfb978fb50eb","plan engineering activities","Organise engineering activities before starting them."
"267de563-7cd9-43a2-9a6d-77422a276044","use dialect","Perform lines using a specific dialect as required."
"26818ab1-0ee9-4f70-9a81-396682952aad","process latex mixtures","Process latex mixtures using control panels in order to obtain rubber products such as foam rubber sheets, balloons or finger cots."
"26879b10-1df9-4071-a4c5-cb8e32eddb99","acoustics","The study of sound, its reflection, amplification and absorption in a space."
"2687dc6e-b245-477a-a115-7abeb7134b78","performance diagnosis","The process that aims at solving problems by correctly identifying the organizational, process, and individual performance levels and how to improve them."
"268f3f0d-252e-4f61-9d96-1a87f4389ca9","communicate in specialised nursing care","Formulate and communicate complex clinical issues to patients, relatives and other health professionals."
"2691f4d8-d090-423f-afd7-9e721f562e8d","advise on public relations","Advise business or public organisations on public relations management and strategies in order to ensure efficient communication with target audiences, and proper conveying of information."
"269b7ddb-f615-470b-998f-07940725c72e","leather technology","Subject that includes traditional and advanced technologies of tanning processes, including machinery, service plants and other supporting equipment like moving or dosing systems."
"269b8734-fa1d-4c6f-a843-523fa3bbae6e","behavioural science","The investigation and analysis of subject behaviour through regulated and lifelike observations and disciplined scientific experiments."
"269ea7d1-9909-47cb-b4d9-f63fc7f4a302","interpret hematological test results","Review blood samples and bone marrow under the microscope and interpret results of the tests."
"26a6e6d2-1c9a-4d7e-8c04-5ba16d1f53da","greet guests","Welcome guests in a friendly manner in a certain place."
"26a79a26-7e70-4727-bf1b-eb79febe388a","label medical laboratory samples","Correctly label samples of the medical laboratory with the accurate information, according to the implemented quality system in place."
"26b411ec-271a-4317-8315-74ceccfbba84","welcome spectators","Welcome, seat and inform spectators in the stadium."
"26b6d86c-4e13-4b3a-90b6-04ea59553465","maintain dental instruments","Ensure all dental instruments and components are properly stored and taken care of so they maintain their functionality and appearance."
"26b96ef5-2f4f-4695-a293-f619e6336f07","communications sector policies","The public administration and regulatory aspects of the communications sector, and requirements necessary to create policies."
"26baf34d-6721-4bac-b7eb-add0bc566a82","ensure continuous preparedness for audits","Ensure constant compliance with standards and requirements, such as keeping certifications up to date and monitoring activities to ensure correct procedures are followed, so that audits can occur smoothly and no negative aspects can be identified."
"26c1e7bd-390a-4e47-a6cf-60197df209b9","maintain ropes","Maintain splices and knots in ropes."
"26c60178-5d93-4ded-93d7-c58e0ed92388","maintain shipboard machinery","Take care of the repair and maintenance of shipboard machinery, including the safe isolation of such machinery or equipment before personnel are permitted to work on it. Dismantle, adjust and reassemble machinery and equipment with the right tools and measuring instruments. Interpret machinery drawings and handbooks and diagrams of piping, hydraulic and pneumatic systems."
"26ca7ed6-80a7-47e3-92f5-6e6016adeb95","set colour profiles","Maintain consistent colour output in digital colour and inkjet printers by running calibration routines and making sure that the colour profiles for the printers are still accurate."
"26cdf747-5220-4beb-a17a-b452d5fa56f5","chemical reactions of roasting cacao beans","Proper roasting, which reduces this risk of bacteria. Chemical reactions occur when cocoa beans are roasted and proper roasting is integral to good flavoured chocolate."
"26d705e5-a7b1-4e0c-9e50-08bb87384218","collect fees for toilet usage","Collect the amount of money foreseen for the public use of toilets and grant access to them after payment."
"26db1e50-aa8f-407c-87b9-87a48dd4d29a","hair colouring","The theory and practice of colouring a hairstyle and various process steps and types such as bleaching, highlights, and balayage."
"26e517d8-207d-4c1f-9d20-be6a93d0f415","diagnose heart conditions","Diagnose cardiovascular diseases by using a multitude of tests such as echocardiogram, ambulatory ECG, exercise tests and cardiac catheterisation, interpreting them accordingly and accurately."
"26ed52cf-30ca-451e-9699-a6c04a30649f","solder electronics","Operate and use soldering tools and soldering iron, which supply high temperatures to melt the solder and to join electronic components."
"26f0eeee-512b-4357-84f7-17d11b16007e","traditional Chinese medicine","Theories of traditional Chinese medical practices that put emphasis on various mind and body practices, as well as herbal medicine to treat or prevent various health problems."
"26f17354-aa39-464a-8c02-266a50f9d789","leather goods components","The various procedures and methods in the processing of leather materials and leather goods components like manufacturability and properties.  "
"26fa7a33-a426-4cd5-9792-33bf668612e1","LESS","The computer language LESS is a style sheet language that conveys the presentation of structured documents. These documents have to adhere to style sheets, a set of stylistic rules such as font, color and layout."
"2704b00a-5d70-40ad-997d-212b323fb32d","understand written Turkish","Read and comprehend written texts in Turkish."
"2705b6b9-c7e6-4c26-ac40-8051f1b37d16","perform drug investigations","Perform investigations to try and halt the distribution of drugs through illegal and criminal measures, as well as arrest the distributors of illegal drugs."
"27065048-bca8-4b0a-891a-b192b9ceadfd","CAM software","Different tools for computer-aided manufacturing (CAM) to control machinery and machine tools in the creation, modification, analysis, or optimisation as part of the manufacturing processes of workpieces."
"2708b88d-e849-48a5-a2b7-50b79d91b675","teach boating principles","Instruct students in the theory and practice of piloting a boat, more specifically in courses such as water navigation, boating knots, overboard recoveries, and docking."
"270c779d-ce28-4731-a817-f7247c43e7d9","train dealers in gaming","Instruct and teach new dealers about the description of their job and introduce them to the team."
"270de514-3206-4cf9-b122-0f148ab06fa1","measure electrical characteristics","Measure voltage, current, resistance or other electrical characteristics by using electrical measuring equipment such as multimeters, voltmeters, and ammeters."
"2711c7be-a232-44c6-9779-a1a1b3ace2d8","halal slaughtering practices","The practices involved in the slaughtering of animals for food consumption according to Islamic law such as the animal's diet, method of slaughter and upside down storage of the carcass."
"27121269-6192-4568-9de4-c66eba81c1f7","follow safety precautions in a gaming room","Follow the safety rules concerning gaming rooms to ensure the safety and the pleausure of the gamers, personnel and other by-standers."
"271a36a0-bc7a-43a9-ad29-0a3f3cac4e57","write risk assessment on performing arts production","Assess risks, propose improvements and describe measures to be taken on a production level in performing arts."
"271dc8e9-2c99-48a4-b7fa-c151792a27cd","advise customers on photography","Provide advice to customers on photographic devices and equipment. Help customers choose a photograpic device that fits their need, share information about their functionalities and maintenance. Inform customers about photoshoots and other photography related services."
"271e467f-0b74-48d1-9959-994a16000cd5","maintain mulberry trees","Make sure no disease come to the mulberry trees to ensure optimal breeding conditions for silk worms."
"27247d7e-d327-4ba2-87fe-215143be6453","abrasive blasting processes","The various processes, methods and materials used in abrasive blasting technologies, such as wet abrasive blasting, wheel blasting, hydro-blasting, sand blasting, and others."
"27273605-2400-4392-a6d6-cc8161a2d445","ensure compliance with waste legislative regulations","Implement and monitor company procedures for the collection, transport and disposal of waste, in compliance with all regulations and legal requirements."
"272b53d5-8a03-43d1-b0ba-e93dcd9dbcdf","cued speech","The visual communication system that makes use of handshapes and mouth movements to differentiate between the phonemes of spoken language. It is used to help individuals with hearing or language difficulties to visually perceive the fundamental properties of a language."
"272b74a0-f01a-49c9-ba36-7bf3ecfd198f","supervise movement of crew","Oversee embarkation and disembarkation of crew members. Ensure that safety regulations are followed according to specifications."
"272ea4f5-8fc9-49b9-a124-c93bedf3cded","check vehicle parts on delivery","Ensure that vehicle parts received from various suppliers are intact, properly working and delivered on time. Contact the parts manager in case of incidents or anomalies."
"272fddbb-917a-4720-8903-85ce51e1cbe5","imprint visionary aspirations into the business management","Integrate ambition and visionary plans in both the planning and the day-to-day operations in order to set goals for the company to strive for."
"273407b4-0b00-4166-8211-1fc6bbcb6b42","apply alternate wetting and drying techniques","Implement alternate wetting and drying techniques in rice cultivation by applying irrigation water a few days after the disappearance of ponded water. Use a water tube to monitor water depth."
"273a28d6-1bd3-4d13-a906-3d75c1cfdfc1","Danish","The Danish language. Danish is an official and working language of the EU."
"273eb12c-7c34-41d2-afd2-c0222bf853bc","develop an artistic framework","Develop a specific framework for research, creation and completion of artistic work."
"27451cd6-67eb-4ed4-b27f-08c8d1ba60a5","psychological effects of war","The impact of war experiences on mental health."
"2747a004-2b3c-4879-92ec-d2665bfee36a","study roles from scripts","Study and rehearse roles from scripts. Interpret, learn and memorise lines, stunts, and cues as directed."
"274ad409-c740-4e85-852b-7e3f3168b9ca","advise on weather-related issues","On the basis of weather analyses and forecasts, advise organisations or individuals of the impact of weather on their activity such as on agriculture and forestry, transport or construction."
"274ba318-ab30-4d16-87fd-58af75cd6a22","prepare flower arrangements","Prepare and arrange flower compositions according to design by applying necessary techniques and using necessary materials."
"274c5d19-f5d8-44ca-a718-6bb8f18b46c3","design medical devices","Design and develop medical devices, such as hearing aids and medical imaging equipment, according to specifications."
"2753213c-fcc5-45cc-adda-d66dd63c1aa1","tend corn starch extraction machines","Operate corn starch extraction machines, following adequate procedure, and gather the extracted elements and glucose from the process."
"27536739-c38b-45d2-9e96-1573b1d32fdd","use packaging equipment","Use fastening and packaging tools such as plastic strapping, applicators and adhesives, marking and labelling equipment, and tape."
"2755816d-b765-435e-a29e-dddfddee1786","transfer medication","Transfer medication from vials to sterile, disposable syringes using aseptic techniques."
"275db6dd-7606-4dce-b8dc-644b2a50e578","interface with anti-mining lobbyists","Communicate with anti-mining lobby in relation to the development of a potential mineral deposit."
"2777bd79-e9d1-4322-916b-a7294e6c6ece","pack charcoal","Pack the granulated charcoal on to the facets of the filter press."
"277a2eba-ce6d-4ef5-857b-df8a66584839","manage a multidisciplinary team involved in patient care","Manage, oversee and work with a multidisciplinary team involved in patient care such as nurses and interns. This includes ensuring effective communication, organising work, and providing support for the team members."
